id,created_at,user_id,program_id,keyword_id,keyword_name,program_name,recommended_age_span_start,recommended_age_span_end,interest_id1,interest_id2,interest_id3
6,2020.01.02 19:57:11,28,43,85,떡공예,쌀머핀 만들기,3,13,55,56.0,
7,2020.01.03 7:14:24,103,127,209,입장권,덕수궁 달빛 나들이,3,13,105,,
7,2020.01.03 7:14:24,103,127,43,궁,덕수궁 달빛 나들이,3,13,105,,
7,2020.01.03 7:14:24,103,127,44,궁궐,덕수궁 달빛 나들이,3,13,105,,
7,2020.01.03 7:14:24,103,127,280,티켓,덕수궁 달빛 나들이,3,13,105,,
7,2020.01.03 7:14:24,103,127,41,관람,덕수궁 달빛 나들이,3,13,105,,
7,2020.01.03 7:14:24,103,127,186,예술,덕수궁 달빛 나들이,3,13,105,,
8,2020.01.04 2:25:24,99,108,265,쿠킹,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,123,베이킹,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,38,과자,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,171,아이싱,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,264,쿠키,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,264,쿠키,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,171,아이싱,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,188,오븐,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,182,양식,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,190,요리,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,230,주방,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,263,케이크,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,281,파이,영어 요리 클래스,3,13,59,,
8,2020.01.04 2:25:24,99,108,302,호두과자,영어 요리 클래스,3,13,59,,
9,2020.01.04 3:29:11,108,58,243,천연,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,127,비누,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,244,천연비누,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,127,비누,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,97,만들기,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,257,캐릭터,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,127,비누,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,127,비누,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,54,꾸미기,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,115,바디워시,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,148,손씻기,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,293,피규어,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,293,피규어,컬러 비누 만들기,3,13,1,,
9,2020.01.04 3:29:11,108,58,127,비누,컬러 비누 만들기,3,13,1,,
10,2020.01.04 9:31:12,74,135,214,전시,(전시/공연)연극 북금골예술 여행,5,13,105,,
10,2020.01.04 9:31:12,74,135,34,공연,(전시/공연)연극 북금골예술 여행,5,13,105,,
10,2020.01.04 9:31:12,74,135,41,관람,(전시/공연)연극 북금골예술 여행,5,13,105,,
10,2020.01.04 9:31:12,74,135,109,뮤지컬,(전시/공연)연극 북금골예술 여행,5,13,105,,
10,2020.01.04 9:31:12,74,135,162,실내,(전시/공연)연극 북금골예술 여행,5,13,105,,
10,2020.01.04 9:31:12,74,135,47,극장,(전시/공연)연극 북금골예술 여행,5,13,105,,
10,2020.01.04 9:31:12,74,135,186,예술,(전시/공연)연극 북금골예술 여행,5,13,105,,
10,2020.01.04 9:31:12,74,135,280,티켓,(전시/공연)연극 북금골예술 여행,5,13,105,,
11,2020.01.04 22:27:22,137,108,265,쿠킹,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,123,베이킹,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,38,과자,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,171,아이싱,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,264,쿠키,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,264,쿠키,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,171,아이싱,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,188,오븐,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,182,양식,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,190,요리,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,230,주방,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,263,케이크,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,281,파이,영어 요리 클래스,3,13,59,,
11,2020.01.04 22:27:22,137,108,302,호두과자,영어 요리 클래스,3,13,59,,
12,2020.01.05 5:46:20,149,34,265,쿠킹,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,123,베이킹,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,38,과자,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,171,아이싱,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,264,쿠키,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,264,쿠키,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,171,아이싱,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,188,오븐,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,182,양식,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,190,요리,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,230,주방,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,263,케이크,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,281,파이,호두파이 만들기,3,13,64,,
12,2020.01.05 5:46:20,149,34,302,호두과자,호두파이 만들기,3,13,64,,
13,2020.01.05 5:54:15,94,123,209,입장권,황제의 꿈(덕수궁 체험),3,13,105,,
13,2020.01.05 5:54:15,94,123,43,궁,황제의 꿈(덕수궁 체험),3,13,105,,
13,2020.01.05 5:54:15,94,123,44,궁궐,황제의 꿈(덕수궁 체험),3,13,105,,
13,2020.01.05 5:54:15,94,123,280,티켓,황제의 꿈(덕수궁 체험),3,13,105,,
13,2020.01.05 5:54:15,94,123,41,관람,황제의 꿈(덕수궁 체험),3,13,105,,
13,2020.01.05 5:54:15,94,123,186,예술,황제의 꿈(덕수궁 체험),3,13,105,,
14,2020.01.06 0:27:16,98,11,99,머그컵,머그컵 만들기,6,13,2,19.0,
14,2020.01.06 0:27:16,98,11,99,머그컵,머그컵 만들기,6,13,2,19.0,
14,2020.01.06 0:27:16,98,11,54,꾸미기,머그컵 만들기,6,13,2,19.0,
14,2020.01.06 0:27:16,98,11,261,컵,머그컵 만들기,6,13,2,19.0,
14,2020.01.06 0:27:16,98,11,97,만들기,머그컵 만들기,6,13,2,19.0,
14,2020.01.06 0:27:16,98,11,78,도자기,머그컵 만들기,6,13,2,19.0,
14,2020.01.06 0:27:16,98,11,141,세라믹,머그컵 만들기,6,13,2,19.0,
14,2020.01.06 0:27:16,98,11,298,핸드페인팅,머그컵 만들기,6,13,2,19.0,
15,2020.01.06 1:50:22,185,17,78,도자기,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,107,물레,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,108,물레체험,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,141,세라믹,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,77,도예체험,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,76,도예,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,306,흙,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,62,놀이,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,306,흙,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,218,접시,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,219,접시만들기,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,45,그릇,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,303,화병,물레체험,8,13,2,,
15,2020.01.06 1:50:22,185,17,261,컵,물레체험,8,13,2,,
16,2020.01.06 15:34:15,37,71,287,펜싱,펜싱 체험,6,13,53,,
16,2020.01.06 15:34:15,37,71,288,펜싱체험,펜싱 체험,6,13,53,,
16,2020.01.06 15:34:15,37,71,159,스포츠,펜싱 체험,6,13,53,,
16,2020.01.06 15:34:15,37,71,199,유아체육,펜싱 체험,6,13,53,,
16,2020.01.06 15:34:15,37,71,247,체육,펜싱 체험,6,13,53,,
16,2020.01.06 15:34:15,37,71,287,펜싱,펜싱 체험,6,13,53,,
16,2020.01.06 15:34:15,37,71,24,강습,펜싱 체험,6,13,53,,
17,2020.01.06 21:02:23,130,123,209,입장권,황제의 꿈(덕수궁 체험),3,13,105,,
17,2020.01.06 21:02:23,130,123,43,궁,황제의 꿈(덕수궁 체험),3,13,105,,
17,2020.01.06 21:02:23,130,123,44,궁궐,황제의 꿈(덕수궁 체험),3,13,105,,
17,2020.01.06 21:02:23,130,123,280,티켓,황제의 꿈(덕수궁 체험),3,13,105,,
17,2020.01.06 21:02:23,130,123,41,관람,황제의 꿈(덕수궁 체험),3,13,105,,
17,2020.01.06 21:02:23,130,123,186,예술,황제의 꿈(덕수궁 체험),3,13,105,,
18,2020.01.07 2:44:17,36,94,159,스포츠,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,74,댄스,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,124,벨리댄스,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,289,폴댄스,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,189,요가,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,291,플라잉,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,189,요가,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,193,운동,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,199,유아체육,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,247,체육,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,252,춤,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,5,k-pop,k pop 댄스 배우기,7,13,72,78.0,
18,2020.01.07 2:44:17,36,94,167,아이돌,k pop 댄스 배우기,7,13,72,78.0,
19,2020.01.07 9:00:14,155,7,82,딸기,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,83,딸기소이,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,258,캔들,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,258,캔들,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,97,만들기,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,82,딸기,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,258,캔들,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,144,소이,딸기소이 캔들 만들기,5,13,3,,
19,2020.01.07 9:00:14,155,7,258,캔들,딸기소이 캔들 만들기,5,13,3,,
20,2020.01.07 17:41:05,12,84,18,가죽공예,가죽 키링 만들기,7,13,10,21.0,
20,2020.01.07 17:41:05,12,84,17,가죽,가죽 키링 만들기,7,13,10,21.0,
20,2020.01.07 17:41:05,12,84,248,체험,가죽 키링 만들기,7,13,10,21.0,
20,2020.01.07 17:41:05,12,84,17,가죽,가죽 키링 만들기,7,13,10,21.0,
20,2020.01.07 17:41:05,12,84,268,키링,가죽 키링 만들기,7,13,10,21.0,
20,2020.01.07 17:41:05,12,84,268,키링,가죽 키링 만들기,7,13,10,21.0,
21,2020.01.08 3:35:03,129,61,53,꽃차,꽃차 소믈리에 체험,4,13,5,,
21,2020.01.08 3:35:03,129,61,240,차,꽃차 소믈리에 체험,4,13,5,,
21,2020.01.08 3:35:03,129,61,69,다도,꽃차 소믈리에 체험,4,13,5,,
21,2020.01.08 3:35:03,129,61,143,소믈리에,꽃차 소믈리에 체험,4,13,5,,
22,2020.01.08 6:21:30,54,145,30,곤충,스머프 곤충나라 자연테마체험,5,13,105,,
22,2020.01.08 6:21:30,54,145,31,곤충체험,스머프 곤충나라 자연테마체험,5,13,105,,
22,2020.01.08 6:21:30,54,145,209,입장권,스머프 곤충나라 자연테마체험,5,13,105,,
22,2020.01.08 6:21:30,54,145,122,벌레,스머프 곤충나라 자연테마체험,5,13,105,,
22,2020.01.08 6:21:30,54,145,67,농장,스머프 곤충나라 자연테마체험,5,13,105,,
23,2020.01.08 12:08:22,31,35,265,쿠킹,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,123,베이킹,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,38,과자,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,171,아이싱,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,264,쿠키,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,264,쿠키,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,171,아이싱,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,188,오븐,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,182,양식,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,190,요리,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,230,주방,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,263,케이크,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,281,파이,쿠키 케익 만들기,3,13,54,59.0,
23,2020.01.08 12:08:22,31,35,302,호두과자,쿠키 케익 만들기,3,13,54,59.0,
24,2020.01.09 4:48:04,111,91,159,스포츠,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,74,댄스,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,124,벨리댄스,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,289,폴댄스,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,189,요가,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,291,플라잉,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,189,요가,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,193,운동,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,199,유아체육,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,247,체육,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,252,춤,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,5,k-pop,벨리 댄스 체험,6,13,78,,
24,2020.01.09 4:48:04,111,91,167,아이돌,벨리 댄스 체험,6,13,78,,
25,2020.01.09 8:35:11,137,49,178,암벽,암벽 체험,8,13,27,,
25,2020.01.09 8:35:11,137,49,179,암벽등반,암벽 체험,8,13,27,,
25,2020.01.09 8:35:11,137,49,159,스포츠,암벽 체험,8,13,27,,
25,2020.01.09 8:35:11,137,49,180,암벽타기,암벽 체험,8,13,27,,
25,2020.01.09 8:35:11,137,49,125,벽,암벽 체험,8,13,27,,
26,2020.01.09 18:28:16,5,111,204,인라인,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,204,인라인,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,156,스케이트,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,204,인라인,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,157,스케이팅,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,162,실내,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,156,스케이트,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,162,실내,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,157,스케이팅,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,162,실내,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,248,체험,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,87,롤러,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,89,롤러장,인라인 스케이트 체험,4,13,37,,
26,2020.01.09 18:28:16,5,111,88,롤러브레이드,인라인 스케이트 체험,4,13,37,,
27,2020.01.10 21:06:24,196,135,214,전시,(전시/공연)연극 북금골예술 여행,5,13,105,,
27,2020.01.10 21:06:24,196,135,34,공연,(전시/공연)연극 북금골예술 여행,5,13,105,,
27,2020.01.10 21:06:24,196,135,41,관람,(전시/공연)연극 북금골예술 여행,5,13,105,,
27,2020.01.10 21:06:24,196,135,109,뮤지컬,(전시/공연)연극 북금골예술 여행,5,13,105,,
27,2020.01.10 21:06:24,196,135,162,실내,(전시/공연)연극 북금골예술 여행,5,13,105,,
27,2020.01.10 21:06:24,196,135,47,극장,(전시/공연)연극 북금골예술 여행,5,13,105,,
27,2020.01.10 21:06:24,196,135,186,예술,(전시/공연)연극 북금골예술 여행,5,13,105,,
27,2020.01.10 21:06:24,196,135,280,티켓,(전시/공연)연극 북금골예술 여행,5,13,105,,
28,2020.01.10 21:40:19,144,47,265,쿠킹,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,123,베이킹,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,38,과자,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,171,아이싱,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,264,쿠키,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,264,쿠키,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,171,아이싱,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,188,오븐,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,182,양식,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,190,요리,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,230,주방,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,263,케이크,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,281,파이,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,302,호두과자,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,164,쌀,퓨전롤떡케이크 만들기,3,13,54,56.0,
28,2020.01.10 21:40:19,144,47,85,떡공예,퓨전롤떡케이크 만들기,3,13,54,56.0,
29,2020.01.10 22:43:08,14,5,185,염색,염색 공예 체험,3,13,2,,
29,2020.01.10 22:43:08,14,5,35,공예,염색 공예 체험,3,13,2,,
29,2020.01.10 22:43:08,14,5,242,천,염색 공예 체험,3,13,2,,
29,2020.01.10 22:43:08,14,5,155,스카프,염색 공예 체험,3,13,2,,
29,2020.01.10 22:43:08,14,5,106,물들이기,염색 공예 체험,3,13,2,,
30,2020.01.12 1:08:12,58,136,214,전시,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
30,2020.01.12 1:08:12,58,136,34,공연,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
30,2020.01.12 1:08:12,58,136,41,관람,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
30,2020.01.12 1:08:12,58,136,109,뮤지컬,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
30,2020.01.12 1:08:12,58,136,162,실내,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
30,2020.01.12 1:08:12,58,136,47,극장,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
30,2020.01.12 1:08:12,58,136,186,예술,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
30,2020.01.12 1:08:12,58,136,280,티켓,(전시/공연)가족 뮤지컬 어린왕자의 꿈,5,13,105,,
31,2020.01.12 4:48:12,158,40,265,쿠킹,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,123,베이킹,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,38,과자,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,171,아이싱,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,264,쿠키,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,264,쿠키,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,171,아이싱,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,188,오븐,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,182,양식,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,190,요리,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,230,주방,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,263,케이크,고구마빵 만들기,3,13,55,56.0,57.0
31,2020.01.12 4:48:12,158,40,281,파이,고구마빵 만들기,3,13,55,56.0,57.0
